"name","Radius","Period","Discovery_method","star_mass","star_radius","star_temperature"
"Kepler-816 b",0.914,10.50682565,"transit",0.9,0.85,5286
"Kepler-104 b",0.2825,11.427548,"transit",0.807,1.349,5711
"Kepler-104 c",0.28524,23.668205,"transit",0.807,1.349,5711
"Kepler-104 d",0.32625,51.755394,"transit",0.807,1.349,5711
"Kepler-1511 b",0.15,23.2382792,"transit",1.17,1.29,6064
"HATS-17 b",0.777,16.254611,"transit",1.131,1.091,5846
"Kepler-605 b",0.128,3.38353807,"transit",0.91,0.88,5462
"Kepler-605 c",0.077,2.35895152,"transit",0.91,0.88,5462
"Kepler-1595 b",0.11,4.56380468,"transit",0.84,0.8,5203
"Kepler-569 b",0.282,34.18890521,"transit",0.95,0.93,5616
"Kepler-738 b",0.223,24.58721573,"transit",0.86,0.82,5327
"Kepler-760 b",0.273,8.70419416,"transit",0.89,0.85,5322
"Kepler-760 c",0.132,2.46697439,"transit",0.89,0.85,5322
"Kepler-1558 b",0.061,3.50470358,"transit",0.83,0.79,5101
"HATS-3 b",1.697,3.547849,"transit",1.3,1.725,6351
"Kepler-1436 b",0.117,9.705716,"transit",1.06,1.09,5972
"Kepler-544 b",0.189,21.41616926,"transit",1.16,1.22,6206
"HAT-P-45 b",1.426,3.128992,"transit",1.259,1.319,6330
"Kepler-1645 b",0.159,16.1779561,"transit",1.02,1.02,5812
"Kepler-1020 b",0.203,96.9151496,"transit",0.87,0.8,5227
"Kepler-339 b",0.12941,4.977656,"transit",0.934,0.802,5631
"Kepler-339 d",0.10662,10.558345,"transit",0.934,0.802,5631
"Kepler-339 c",0.1048,6.988055,"transit",0.934,0.802,5631
"Kepler-60 b",0.196,7.132,"transit",1.105,1.5,5915
"Kepler-60 c",0.212,8.9177,"transit",1.105,1.5,5915
"Kepler-60 d",0.232382,11.903,"transit",1.105,1.5,5915
"Kepler-253 c",0.2415,10.281951,"transit",0.808,0.786,5208
"Kepler-253 d",0.28888,18.119869,"transit",0.808,0.786,5208
"Kepler-253 b",0.14854,3.783986,"transit",0.808,0.786,5208
"Kepler-1140 b",0.247,24.0862707,"transit",0.76,0.73,4850
"Kepler-355 c",0.24696,25.762294,"transit",1.09,1.066,6184
"Kepler-355 b",0.13305,11.03189,"transit",1.09,1.066,6184
"Kepler-1060 b",0.212,46.8779367,"transit",0.99,0.99,5797
"Kepler-137 c",0.17132,18.735753,"transit",0.908,0.802,5187
"Kepler-137 b",0.13396,8.436387,"transit",0.908,0.802,5187
"Kepler-507 b",0.116,3.56809693,"transit",1.16,1.32,6113
"Kepler-1479 b",0.163,14.53261362,"transit",0.99,0.98,5796
"Kepler-320 c",0.12485,17.934937,"transit",1.18,1.108,6435
"Kepler-320 b",0.10389,8.371554,"transit",1.18,1.108,6435
"WASP-10 b",1.08,3.0927616,"transit",0.71,0.783,4675
"Kepler-664 b",0.237,2.52559332,"transit",1.01,1.02,5754
"Kepler-777 b",0.131,5.72812599,"transit",0.58,0.56,4043
"Kepler-949 b",0.26,8.6893073,"transit",0.89,0.86,5403
"Kepler-1557 b",0.136,3.74032496,"transit",1.11,1.17,6099
"WTS-2 b",1.363,1.0187068,"RV",0.82,0.752,5000
"Kepler-745 b",0.193,9.93143556,"transit",1.04,1.04,5849
"Kepler-282 d",0.20778,24.805787,"transit",1.082,0.904,5602
"Kepler-282 e",0.2342,44.346937,"transit",1.082,0.904,5602
"Kepler-282 b",0.09204,9.220524,"transit",1.082,0.904,5602
"Kepler-282 c",0.10936,13.638723,"transit",1.082,0.904,5602
"Kepler-737 b",0.175,28.59915399,"transit",0.51,0.48,3813
"Kepler-135 b",0.16495,6.00253,"transit",1.14,1.275,6090
"Kepler-135 c",0.10571,11.448708,"transit",1.14,1.275,6090
"WASP-103 b",1.603,0.925542,"transit",1.204,1.419,6110
"Kepler-1630 b",0.195,509.997402,"transit",0.66,0.63,4736
"Kepler-1138 b",0.152,3.17060005,"transit",0.95,0.92,5582
"Kepler-162 c",0.27612,19.446355,"transit",0.953,0.958,5816
"Kepler-162 b",0.11482,6.919798,"transit",0.953,0.958,5816
"XO-3 b",1.217,3.1915239,"transit",1.213,1.377,6429
"Kepler-224 c",0.28433,5.925003,"transit",0.825,0.676,5018
"Kepler-224 d",0.2096,11.349393,"transit",0.825,0.676,5018
"Kepler-224 b",0.12667,3.132924,"transit",0.825,0.676,5018
"Kepler-224 e",0.17953,18.643577,"transit",0.825,0.676,5018
"Kepler-397 c",0.56319,135.498527,"transit",0.844,0.767,5307
"Kepler-397 b",0.22418,22.250949,"transit",0.844,0.767,5307
"Kepler-797 b",0.194,27.07237711,"transit",0.96,0.95,5680
"Kepler-272 c",0.16312,6.057342,"transit",0.79,0.929,5297
"Kepler-272 d",0.20504,10.937304,"transit",0.79,0.929,5297
"Kepler-272 b",0.13032,2.971353,"transit",0.79,0.929,5297
"Kepler-861 b",0.203,3.94963138,"transit",0.82,0.78,5047
"HATS-11 b",1.51,3.6191613,"transit",1,1.44,6060
"Kepler-1303 b",0.127,7.56127224,"transit",1.01,1,5771
"Kepler-61 b",0.19593013,59.87756,"transit",0.35,0.62,4017
"Kepler-1197 b",0.112,2.03231845,"transit",0.78,0.72,4708
"Kepler-982 b",0.201,15.7738221,"transit",1.16,1.29,6139
"Kepler-116 b",0.31167,5.968734,"transit",1.206,1.454,6142
"Kepler-116 c",0.2096,13.07163,"transit",1.206,1.454,6142
"HAT-P-35 b",1.332,3.6467,"transit",1.236,1.435,6096
"Kepler-71 b",1.06622,3.9050814125,"transit",0.923,0.887,5543
"Kepler-998 b",0.207,5.65377733,"transit",1.12,1.18,6058
"KOI-4427.01",0.208,147.6606,"transit",0.526,0.505,3813
"Kepler-526 b",0.178,5.45849832,"transit",1.15,1.14,5894
"Kepler-1430 b",0.105,2.46050993,"transit",0.77,0.72,4796
"Kepler-192 b",0.2497,9.926746,"transit",0.905,1.007,5479
"Kepler-192 c",0.25425,21.2234,"transit",0.905,1.007,5479
"Kepler-192 d",0.091,6.47027579,"transit",0.905,1.007,5479
"Kepler-659 b",0.223,17.671796,"transit",0.79,0.74,4870
"Kepler-1585 b",0.16,3.5827463,"transit",0.94,0.91,5538
"Kepler-273 b",0.1367,2.936532,"transit",0.916,0.815,5626
"Kepler-273 c",0.18044,8.014927,"transit",0.916,0.815,5626
"Kepler-1278 b",0.09,3.23941344,"transit",1.11,1.16,6074
"HAT-P-5 b",1.252,2.788491,"transit",1.163,1.137,5960
"Kepler-990 b",0.232,9.91723428,"transit",1.05,1.08,5948
"Kepler-990 c",0.136,0.53835431,"transit",1.05,1.08,5948
"Kepler-961 b",0.227,16.87727414,"transit",0.96,0.9,5582
"WASP-42 b",1.08,4.9816872,"transit",0.884,0.863,5200
"Kepler-1141 b",0.073,2.34451194,"transit",1.01,1.07,5791
"Kepler-1055 b",0.11,2.29503623,"transit",0.98,0.94,5723
"Kepler-1526 b",0.217,3.908632,"transit",0.73,0.69,4601
"Kepler-854 b",1.492,2.14463285,"transit",1.17,1.27,6179
"Kepler-1286 b",0.192,11.25402929,"transit",1,0.98,5753
"WASP-79 b",1.7,3.6623817,"transit",1.56,1.64,6600
"Kepler-826 b",0.112,4.48758907,"transit",1.05,1.15,6079
"Kepler-17 b",1.33,1.4857108,"transit",1.16,1.05,5781
"EPIC 201465501 b",0.2007,18.4498,"transit",0.3,0.31,3390
"Kepler-1233 b",0.232,45.1263042,"transit",1.16,1.25,6198
"KOI-2672.01",0.482991,88.51658,"transit",0.95,1.04,5565
"KOI-2672.02",0.318956,42.99066,"transit",0.95,1.04,5565
"Kepler-1147 b",0.233,10.62784997,"transit",1.09,1.14,5941
"Kepler-178 b",0.26428,9.576694,"transit",0.89,1.066,5676
"Kepler-178 d",0.35996,96.678988,"transit",0.89,1.066,5676
"Kepler-178 c",0.26246,20.552802,"transit",0.89,1.066,5676
"WASP-24 b",1.104,2.3412083,"transit",1.129,1.147,6075
"Kepler-180 c",0.2743,41.885775,"transit",0.91,1.063,5731
"Kepler-180 b",0.1367,13.817124,"transit",0.91,1.063,5731
"Kepler-1201 b",0.204,15.18725932,"transit",1.15,1.24,6177
"Kepler-584 b",0.376,35.1810304,"transit",1.17,1.24,6195
"Kepler-1090 b",0.201,198.680179,"transit",0.86,0.82,5321
"Kepler-126 b",0.13852,10.495711,"transit",1.11,1.358,6239
"Kepler-126 d",0.22783,100.283134,"transit",1.11,1.358,6239
"Kepler-126 c",0.14399,21.869741,"transit",1.11,1.358,6239
"Kepler-1433 b",0.139,4.13592271,"transit",1.14,1.19,6097
"Kepler-1477 b",0.105,11.55530021,"transit",0.81,0.78,5100
"Kepler-367 b",0.11847,37.815724,"transit",0.677,0.695,4710
"Kepler-367 c",0.10936,53.578637,"transit",0.677,0.695,4710
"WASP-60 b",0.86,4.3050011,"transit",0.514,0.86,5900
"Kepler-122 c",0.53493,12.465988,"transit",1.07,1.216,6050
"Kepler-122 b",0.21324,5.766193,"transit",1.07,1.216,6050
"Kepler-122 d",0.20049,21.587475,"transit",1.07,1.216,6050
"Kepler-122 e",0.23694,37.993273,"transit",1.07,1.216,6050
"Kepler-122 f",0.156,56.268,"transit",1.07,1.216,6050
"Kepler-283 b",0.19411,11.008151,"transit",0.596,0.566,4351
"Kepler-283 c",0.16586,92.743711,"transit",0.596,0.566,4351
"Kepler-23 c",0.34447,10.742371,"transit",1.19,1.548,5828
"Kepler-23 d",0.20049,15.274299,"transit",1.19,1.548,5828
"Kepler-23 b",0.15401,7.107163,"transit",1.19,1.548,5828
"OGLE-TR-56 b",1.2,1.211909,"transit",1.17,1.32,5940
"WASP-86 b",0.632,5.031555,"transit",1.239,1.291,6330
"WASP-17 b",1.991,3.735438,"transit",1.306,1.572,6650
"Kepler-1446 b",0.073,0.68996783,"transit",0.81,0.75,4865
"Kepler-522 b",0.616,38.58422849,"transit",1.54,1.98,6392
"Kepler-1324 b",0.135,4.11584468,"transit",0.78,0.73,4776
"Kepler-1570 b",0.095,26.548955,"transit",0.92,0.89,5550
"Kepler-691 b",0.186,8.114379,"transit",0.53,0.5,3715
"Kepler-87 b",1.2,114.7309,"transit",1.1,1.82,5600
"Kepler-87 c",0.55954,192.363,"transit",1.1,1.82,5600
"Kepler-1550 b",0.269,225.582809,"transit",1.07,1.11,5991
"Kepler-1538 b",0.252,175.138819,"transit",1.03,1.03,5837
"Kepler-193 b",0.2178,11.38848,"transit",1.139,1.147,6335
"Kepler-193 c",0.25061,50.697494,"transit",1.139,1.147,6335
"Kepler-55 d",0.1449,2.211099,"transit",0.631,0.619,4503
"Kepler-55 b",0.19684,27.953314,"transit",0.631,0.619,4503
"Kepler-55 c",0.18864,42.142596,"transit",0.631,0.619,4503
"Kepler-55 e",0.14125,4.617534,"transit",0.631,0.619,4503
"Kepler-55 f",0.1449,10.198545,"transit",0.631,0.619,4503
"Kepler-1604 b",0.126,0.68368426,"transit",0.81,0.76,4976
"Kepler-922 b",0.127,0.93846683,"transit",0.95,0.93,5671
"EPIC 210363145 b",0.2096,8.1998,"transit",0.8,0.76,4970
"HATS-6 b",0.998,3.3252725,"transit",0.574,0.57,3724
"Kepler-1149 b",0.128,3.73089898,"transit",1.02,1.01,5833
"Kepler-1593 b",0.283,174.509835,"transit",0.81,0.77,4995
"Kepler-958 b",0.184,9.7678805,"transit",0.91,0.86,5421
"Kepler-1391 b",0.15,54.4092333,"transit",1.03,1.1,5840
"WASP-106 b",1.085,9.289715,"transit",1.192,1.393,6055
"Kepler-1344 b",0.164,4.7683049,"transit",1.09,1.13,5981
"Kepler-1497 b",0.148,8.74199772,"transit",0.96,0.95,5675
"Kepler-1507 b",0.075,16.0506213,"transit",0.89,0.85,5410
"K2-105 b",0.32,8.266902,"Others",1.01,0.95,5434
"Kepler-151 b",0.27886,15.228958,"transit",0.86,0.83,5460
"Kepler-151 c",0.19046,24.674612,"transit",0.86,0.83,5460
"Kepler-969 b",0.185,34.1731714,"transit",0.92,0.82,5214
"Kepler-969 c",0.088,1.6829346,"transit",0.92,0.82,5214
"Kepler-1447 b",0.259,56.6747285,"transit",0.97,0.95,5722
"Kepler-1536 b",0.28,364.758031,"transit",0.71,0.67,4434
"Kepler-1299 b",0.266,19.9400874,"transit",0.94,0.91,5609
"Kepler-923 b",0.123,6.93366476,"transit",1.11,1.26,5988
"Kepler-1512 b",0.105,20.35972599,"transit",0.73,0.67,4372
"XO-1 b",1.184,3.9415128,"transit",1,0.928,5940
"WASP-74 b",1.56,2.13775,"transit",1.48,1.64,5990
"WASP-44 b",1.002,2.4238133,"transit",0.917,0.865,5410
"Kepler-944 b",0.235,43.3167737,"transit",0.86,0.83,5409
"Kepler-1164 b",0.1,3.97599768,"transit",0.85,0.79,5183
"Kepler-1124 b",0.114,2.85234897,"transit",0.35,0.34,3658
"WASP-28 b",1.213,3.40883,"transit",1.021,1.094,6150
"WASP-132 b",0.87,7.133521,"transit",0.8,0.74,4775
"HIP 116454 b",0.23056,9.1205,"transit",0.775,0.716,5089
"Kepler-386 c",0.14399,25.193458,"transit",0.781,0.767,5178
"Kepler-386 b",0.12667,12.31043,"transit",0.781,0.767,5178
"HAT-P-28 b",1.212,3.257215,"transit",1.025,1.103,5680
"Kepler-916 b",0.157,32.2968798,"transit",0.85,0.81,5248
"Kepler-687 b",0.314,20.50586978,"transit",0.77,0.73,4841
"Kepler-571 b",0.236,4.79859939,"transit",0.93,0.9,5527
"Kepler-707 b",0.119,2.23749275,"transit",0.8,0.76,5099
"Kepler-80 b",0.24241,7.053458,"transit",0.722,0.637,4613
"Kepler-80 c",0.25972,9.521772,"transit",0.722,0.637,4613
"Kepler-80 d",0.15857,3.072186,"transit",0.722,0.637,4613
"Kepler-80 e",0.14945,4.645387,"transit",0.722,0.637,4613
"Kepler-80 f",0.11,0.98678706,"transit",0.722,0.637,4613
"Kepler-578 b",0.178,1.6168837,"transit",0.87,0.83,5334
"WASP-99 b",1.1,5.75251,"transit",1.48,1.76,6180
"Kepler-1606 b",0.185,196.435224,"transit",0.9,0.86,5422
"Kepler-496 b",0.207,8.30864937,"transit",0.86,0.82,5293
"WASP-96 b",1.2,3.4252602,"transit",1.06,1.05,5540
"Kepler-1212 b",0.191,12.94130146,"transit",1.1,1.15,6051
"WASP-131 b",1.22,5.322023,"transit",1.06,1.53,6030
"Kepler-281 c",0.4839,36.337373,"transit",0.943,0.899,5723
"Kepler-281 b",0.25699,14.646008,"transit",0.943,0.899,5723
"Kepler-868 b",0.183,5.03251791,"transit",0.93,0.89,5614
"Kepler-764 b",0.146,7.33683936,"transit",0.92,0.89,5557
"Kepler-804 b",0.173,14.37457351,"transit",1.01,1.05,5817
"Kepler-804 c",0.102,9.65185017,"transit",1.01,1.05,5817
"Kepler-146 b",0.33809,31.158799,"transit",1.09,1.208,5948
"Kepler-146 c",0.28524,76.732171,"transit",1.09,1.208,5948
"WASP-55 b",1.3,4.465633,"transit",1.01,1.06,5900
"Kepler-1599 b",0.145,122.363553,"transit",0.99,0.99,5767
"EPIC 201565013 b",1.472,8.6381,"transit",0.51,0.5,3987
"Kepler-468 b",1.19,38.47875707,"transit",0.96,0.87,5498
"WASP-16 b",1.008,3.1186009,"transit",1.022,0.946,5550
"HAT-P-50 b",1.288,3.1220109,"transit",1.273,1.698,6280
"Kepler-13 A b",1.51,1.76358799,"transit",1.72,1.74,7650
"Kepler-1619 b",0.068,23.6225913,"transit",1,1,5852
"WASP-15 b",1.428,3.7520656,"transit",1.18,1.477,6300
"Kepler-1061 b",0.177,2.75798267,"transit",1.09,1.07,6067
"Kepler-860 b",0.289,5.10137945,"transit",1.04,1.06,5836
"Kepler-831 b",0.113,5.62153941,"transit",0.99,0.97,5732
"HAT-P-8 b",1.321,3.0763402,"transit",1.192,1.475,6200
"Kepler-1525 b",0.081,2.41660118,"transit",1.07,1.04,5748
"Kepler-846 b",0.221,19.80792185,"transit",0.94,0.91,5579
"Kepler-755 b",0.157,1.26909037,"transit",0.82,0.77,5043
"Kepler-755 c",0.112,2.85313364,"transit",0.82,0.77,5043
"Kepler-704 b",0.233,3.76182115,"transit",0.97,0.96,5616
"Kepler-573 b",0.249,22.18329658,"transit",0.99,1.02,5746
"Kepler-839 b",0.229,37.8144514,"transit",1.22,1.31,6058
"Kepler-1263 b",0.102,4.55139967,"transit",0.84,0.8,5213
"Kepler-625 b",0.178,7.75192492,"transit",1.04,0.96,5789
"Kepler-625 c",0.094,4.1653651,"transit",1.04,0.96,5789
"Kepler-1397 b",0.153,47.449955,"transit",1.09,1.12,6026
"HAT-P-20 b",0.867,2.875317,"transit",0.756,0.694,4595
"HATS-13 b",1.212,3.0440499,"transit",0.962,0.887,5523
"Kepler-1089 b",0.163,5.13248562,"transit",0.52,0.49,3753
"Kepler-1339 b",0.063,1.34155513,"transit",0.94,0.93,5586
"Kepler-889 b",0.097,3.744439,"transit",1.14,1.25,5961
"Kepler-239 b",0.21233,11.763051,"transit",0.757,0.763,4914
"Kepler-239 c",0.22874,56.228098,"transit",0.757,0.763,4914
"Kepler-927 b",0.153,9.1149903,"transit",0.99,0.99,5743
"Kepler-1540 b",0.222,125.4131177,"transit",0.74,0.69,4540
"Kepler-845 b",0.182,0.92785982,"transit",0.79,0.75,4913
"Kepler-461 b",0.23,8.31378306,"transit",0.98,0.91,5634
"Kepler-165 b",0.21142,8.180848,"transit",0.79,0.77,5211
"Kepler-165 c",0.20322,15.31299,"transit",0.79,0.77,5211
"Kepler-684 b",0.3,6.77030201,"transit",0.89,0.86,5493
"Kepler-631 b",0.259,17.97979059,"transit",1.24,1.33,6185
"Kepler-95 b",0.311666,11.5231,"transit",1.08,1.41,5699
"Kepler-1340 b",0.138,0.66502692,"transit",1.27,1.42,6331
"Kepler-529 b",0.166,1.98035766,"transit",1.07,1.14,6087
"Kepler-529 c",0.178,12.8345022,"transit",1.07,1.14,6087
"Kepler-299 c",0.2415,6.885875,"transit",1.001,1.032,5617
"Kepler-299 d",0.1695,15.054786,"transit",1.001,1.032,5617
"Kepler-299 b",0.12029,2.927128,"transit",1.001,1.032,5617
"Kepler-299 e",0.17041,38.285489,"transit",1.001,1.032,5617
"Kepler-10 b",0.133962,0.8374907,"transit",0.91,1.065,5643
"Kepler-10 c",0.214156,45.294301,"transit",0.91,1.065,5643
"Kepler-442 b",0.12,112.3053,"transit",0.609,0.598,4402
"Kepler-832 b",0.184,7.1396941,"transit",0.92,0.9,5596
"Kepler-1067 b",0.071,0.76212926,"transit",0.95,0.93,5592
"Kepler-127 d",0.24058,48.630408,"transit",1.269,1.359,6106
"Kepler-127 c",0.24241,29.393195,"transit",1.269,1.359,6106
"Kepler-127 b",0.12758,14.435889,"transit",1.269,1.359,6106
"Kepler-1194 b",0.135,16.22371307,"transit",0.94,0.92,5590
"Kepler-1546 b",0.279,19.5974971,"transit",0.95,0.93,5623
"HATS-8 b",0.873,3.583893,"transit",1.056,1.086,5679
"K2-99 b",1.29,18.249,"Others",1.6,3.1,5990
"Kepler-304 b",0.26063,3.295709,"transit",0.687,0.687,4731
"Kepler-304 d",0.25061,9.653471,"transit",0.687,0.687,4731
"Kepler-304 c",0.19775,5.315946,"transit",0.687,0.687,4731
"Kepler-304 e",0.107,1.49914695,"transit",0.687,0.687,4731
"Kepler-612 b",0.253,3.72215641,"transit",0.98,0.96,5693
"Kepler-979 b",0.243,8.0880135,"transit",0.87,0.83,5310
"Kepler-945 b",0.235,31.0033814,"transit",0.97,0.97,5718
"Kepler-1574 b",0.115,6.9424334,"transit",1.06,1.08,5892
"Kepler-270 b",0.18317,11.476094,"transit",1.17,1.461,6067
"Kepler-270 c",0.1613,25.262887,"transit",1.17,1.461,6067
"WASP-34 b",1.22,4.3176782,"transit",1.01,0.93,5700
"CoRoT-29 b",0.9,2.85057,"transit",0.97,0.9,5260
"WASP-4 b",1.363,1.33823187,"transit",0.93,1.15,5500
"Kepler-28 b",0.32806906,5.91,"transit",0.75,0.7,4590
"Kepler-28 c",0.30984,8.98,"transit",0.75,0.7,4590
"Kepler-1485 b",0.131,19.9157725,"transit",1.11,1.12,6087
"Kepler-702 b",0.818,10.52629406,"transit",0.9,0.86,5419
"Kepler-614 b",0.213,14.03491514,"transit",0.85,0.81,5268
"Kepler-1219 b",0.189,16.10467749,"transit",1.25,1.94,5944
"TrES-1 b",1.099,3.0300722,"transit",0.88,0.85,5250
"Kepler-463 b",0.272,8.98101683,"transit",0.87,0.9,5661
"Kepler-1267 b",0.269,13.0313945,"transit",1.15,1.2,6096
"Kepler-1231 b",0.127,10.41725184,"transit",1.01,1,5778
"Kepler-345 c",0.10936,9.387427,"transit",0.61,0.623,4504
"Kepler-345 b",0.06744,7.415563,"transit",0.61,0.623,4504
"Kepler-785 b",1.162,1.97376093,"transit",0.77,0.71,4739
"Kepler-1204 b",0.272,85.7350285,"transit",1.03,1.03,5825
"WASP-21 b",1.162,4.3225186,"transit",0.89,1.136,5800
"Kepler-233 b",0.22145,8.472382,"transit",0.855,0.758,5360
"Kepler-233 c",0.24696,60.418955,"transit",0.855,0.758,5360
"Kepler-822 b",0.158,3.22296927,"transit",1.06,1.08,5928
"Kepler-1635 b",0.325,469.63111,"transit",0.89,0.85,5347
"XO-4 b",1.615,4.1250707,"transit",1.293,1.554,6390
"Gliese 436 b",0.3767,2.64385,"transit",0.452,0.464,3684
"Gliese 436 c",0.06014599,1.3658,"transit",0.452,0.464,3684
"Kepler-661 b",0.274,6.02930132,"transit",0.7,0.67,4483
"Kepler-1262 b",0.162,8.67900242,"transit",0.99,0.98,5771
"Kepler-1377 b",0.112,0.74092842,"transit",0.86,0.82,5218
"Kepler-1041 b",0.262,24.7576421,"transit",1.06,1.08,5957
"Kepler-235 b",0.20322,3.340222,"transit",0.581,0.554,4255
"Kepler-235 d",0.18682,20.060548,"transit",0.581,0.554,4255
"Kepler-235 e",0.20231,46.183669,"transit",0.581,0.554,4255
"Kepler-235 c",0.11665,7.824904,"transit",0.581,0.554,4255
"Kepler-1239 b",0.259,5.19104016,"transit",1.4,1.57,6564
"Kepler-1131 b",0.142,3.53232449,"transit",1.03,1.04,5851
"Kepler-619 b",0.282,5.4042722,"transit",1.09,1.11,5980
"Kepler-619 c",0.151,1.20846503,"transit",1.09,1.11,5980
"Kepler-482 b",0.211,56.35418576,"transit",0.75,0.72,4871
"Kepler-1458 b",0.246,47.9872764,"transit",0.96,0.94,5653
"Kepler-298 b",0.17862,10.475464,"transit",0.66,0.582,4465
"Kepler-298 c",0.17588,22.92881,"transit",0.66,0.582,4465
"Kepler-298 d",0.22783,77.473633,"transit",0.66,0.582,4465
"Kepler-474 b",0.273,5.66067294,"transit",0.99,1.08,5785
"Kepler-1205 b",0.126,1.07839035,"transit",0.84,0.81,5226
"Kepler-836 b",0.244,11.36112327,"transit",1.03,1.04,5895
"Kepler-678 b",0.459,7.27503724,"transit",0.94,0.91,5520
"Kepler-1033 b",0.224,7.56052806,"transit",0.94,0.92,5547
"Kepler-1514 b",1.055,217.8317626,"transit",1.21,1.22,6251
"Kepler-443 b",0.208,177.6693,"transit",0.738,0.706,4723
"WASP-63 b",1.43,4.37809,"transit",1.32,1.88,5570
"Kepler-357 d",0.31258,49.499875,"transit",0.727,0.834,5036
"Kepler-357 b",0.16768,6.475434,"transit",0.727,0.834,5036
"Kepler-357 c",0.24332,16.85837,"transit",0.727,0.834,5036
"Kepler-249 c",0.13761,7.113702,"transit",0.506,0.482,3568
"Kepler-249 b",0.09933,3.306539,"transit",0.506,0.482,3568
"Kepler-249 d",0.14307,15.368459,"transit",0.506,0.482,3568
"Kepler-51 b",0.633,45.154,"transit",1.04,0.88,6018
"Kepler-51 c",0.803,85.312,"transit",1.04,0.88,6018
"Kepler-51 d",0.865,130.194,"transit",1.04,0.88,6018
"Kepler-1078 b",0.17,3.00725242,"transit",0.94,0.92,5612
"Kepler-1387 b",0.083,2.27952666,"transit",0.82,0.77,5046
"Kepler-1642 b",0.285,12.2057513,"transit",0.88,0.84,5355
"Kepler-1642 c",0.237,6.6513802,"transit",0.88,0.84,5355
"Kepler-37 b",0.027,13.367308,"transit",0.803,0.77,5417
"Kepler-37 c",0.0662,21.301886,"transit",0.803,0.77,5417
"Kepler-37 d",0.181349,39.792187,"transit",0.803,0.77,5417
"KOI-195 b",1.09,3.21751883,"transit",0.91,0.92,5725
"Kepler-83 b",0.23056,9.770469,"transit",0.664,0.594,4648
"Kepler-83 d",0.17679,5.169796,"transit",0.664,0.594,4648
"Kepler-83 c",0.2096,20.090227,"transit",0.664,0.594,4648
"Kepler-1119 b",0.171,8.3265153,"transit",1.11,1.17,6083
"Kepler-926 b",0.206,52.0688601,"transit",1.01,1.01,5806
"Kepler-441 b",0.146,207.2482,"transit",0.0572,0.55,4340
"Kepler-97 b",0.134873,2.58664,"transit",0.94,0.98,5779
"Kepler-1177 b",0.17,106.247547,"transit",0.98,0.97,5712
"Kepler-1489 b",0.158,82.294751,"transit",0.93,0.9,5655
"Kepler-557 b",0.238,3.70598955,"transit",1.11,1.16,6068
"Kepler-190 b",0.14216,2.019999,"transit",0.802,0.795,5106
"Kepler-190 c",0.13305,3.763024,"transit",0.802,0.795,5106
"Kepler-989 b",0.197,7.96431535,"transit",0.82,0.78,5074
"Kepler-1388 b",0.231,12.2854603,"transit",0.63,0.61,4098
"Kepler-1388 c",0.202,5.53608151,"transit",0.63,0.61,4098
"Kepler-1388 d",0.255,20.9568158,"transit",0.63,0.61,4098
"Kepler-1388 e",0.219,37.6327084,"transit",0.63,0.61,4098
"TrES-3 b",1.305,1.30618608,"transit",0.88,0.85,5720
"Kepler-1217 b",0.178,2.03232507,"transit",1.06,1.08,5905
"Kepler-56 b",0.581,10.51057,"transit",1.32,4.22,4840
"Kepler-56 c",0.874,21.40239,"transit",1.32,4.22,4840
"Kepler-1628 b",0.574,76.378033,"transit",0.55,0.52,3724
"Kepler-1235 b",0.07,4.16055856,"transit",0.93,0.9,5541
"Kepler-105 b",0.25972,5.4122,"transit",1.18,1.16,5873
"Kepler-105 c",0.14672,7.125939,"transit",1.18,1.16,5873
"KOI-115.03",0.0023,3.43632,"transit",1.18,1.16,5873
"Kepler-372 c",0.19046,20.053763,"transit",1.202,1.137,6509
"Kepler-372 d",0.15401,30.092568,"transit",1.202,1.137,6509
"Kepler-372 b",0.12394,6.849692,"transit",1.202,1.137,6509
"KOI-423 b",1.11,21.087212,"transit",1.26,1.25,6350
"Kepler-118 c",0.69988,20.17202,"transit",0.77,1.094,5274
"Kepler-118 b",0.17862,7.518496,"transit",0.77,1.094,5274
"KOI-3681.01",1.97,217.8317626,"transit",1.09,2.27,6382
"KOI-3681.02",0.171,10.51420148,"transit",1.09,2.27,6382
"Kepler-1605 b",0.096,85.7565495,"transit",0.86,0.82,5280
"Kepler-1134 b",0.236,17.13263989,"transit",0.84,0.81,5281
"Kepler-382 b",0.12029,5.262155,"transit",0.874,0.945,5600
"Kepler-382 c",0.1449,12.162701,"transit",0.874,0.945,5600
"Kepler-1333 b",0.251,109.6471842,"transit",0.94,0.92,5628
"Kepler-1460 b",0.175,29.9633247,"transit",0.7,0.67,4422
"WASP-118 b",1.44,4.0460435,"transit",1.32,1.696,6410
"Kepler-1250 b",0.171,2.60754383,"transit",0.99,0.98,5717
"HAT-P-51 b",1.293,4.2180278,"transit",0.976,1.041,5449
"Kepler-1345 b",0.211,44.6169557,"transit",1.32,1.55,6449
"WASP-81 b",1.429,2.7164762,"Others",1.08,1.283,5870
"Kepler-1480 b",0.149,22.12679948,"transit",0.85,0.81,5156
"Kepler-12 b",1.75,4.4379637,"transit",1.09,1.42,5953
"WASP-68 b",1.24,5.084298,"transit",1.24,1.69,5911
"Kepler-863 b",0.259,15.59461874,"transit",0.96,0.95,5678
"Kepler-514 b",0.153,5.65179605,"transit",1.28,1.44,6106
